company_name,ticker,is_etf
코츠테크놀로지,448710.KQ,False
토마토시스템,393210.KQ,False
대한뉴팜,054670.KQ,False
한송네오텍,226440.KQ,False
서원인텍,093920.KQ,False
엠플러스,259630.KQ,False
위츠,459100.KQ,False
새빗켐,107600.KQ,False
민테크,452200.KQ,False
케이엔에스,432470.KQ,False
삼기이브이,419050.KQ,False
버킷스튜디오,066410.KQ,False
아이디스홀딩스,054800.KQ,False
디에스케이,109740.KQ,False
인크레더블버즈,064090.KQ,False
수성웹툰,084180.KQ,False
싸이토젠,217330.KQ,False
화일약품,061250.KQ,False
와이랩,432430.KQ,False
유비벨록스,089850.KQ,False
삐아,451250.KQ,False
코리아나,027050.KQ,False
하이드로리튬,101670.KQ,False
아이에이,038880.KQ,False
고바이오랩,348150.KQ,False
AP헬스케어,109960.KQ,False
디티앤씨알오,383930.KQ,False
수젠텍,253840.KQ,False
에프엔에스테크,083500.KQ,False
베뉴지,019010.KQ,False
중앙백신,072020.KQ,False
라온피플,300120.KQ,False
에스엠코어,007820.KQ,False
인크로스,216050.KQ,False
엠투아이,347890.KQ,False
빅솔론,093190.KQ,False
셀리드,299660.KQ,False
아모텍,052710.KQ,False
휴비츠,065510.KQ,False
한국선재,025550.KQ,False
케이옥션,102370.KQ,False
대정화금,120240.KQ,False
인성정보,033230.KQ,False
코메론,049430.KQ,False
엔시스,333620.KQ,False
엔브이에이치코리아,067570.KQ,False
키이스트,054780.KQ,False
링네트,042500.KQ,False
유아이엘,049520.KQ,False
중앙에너비스,000440.KQ,False
비아트론,141000.KQ,False
엘컴텍,037950.KQ,False
미스터블루,207760.KQ,False
셀루메드,049180.KQ,False
하이딥,365590.KQ,False
메쎄이상,408920.KQ,False
오리콤,010470.KQ,False
메디아나,041920.KQ,False
라온텍,418420.KQ,False
우리산업,215360.KQ,False
지에스이,053050.KQ,False
데이원컴퍼니,373160.KQ,False
우리손에프앤지,073560.KQ,False
광림,014200.KQ,False
폴라리스AI파마,041910.KQ,False
씨티케이,260930.KQ,False
유일에너테크,340930.KQ,False
에이스토리,241840.KQ,False
지놈앤컴퍼니,314130.KQ,False
위지트,036090.KQ,False
스톰테크,352090.KQ,False
유라테크,048430.KQ,False
케이피에프,024880.KQ,False
크레오에스지,040350.KQ,False
모비스,250060.KQ,False
동아화성,041930.KQ,False
인스피언,465480.KQ,False
정상제이엘에스,040420.KQ,False
쓰리에이로직스,177900.KQ,False
엔피,291230.KQ,False
위메이드플레이,123420.KQ,False
화성밸브,039610.KQ,False
피제이전자,006140.KQ,False
로보로보,215100.KQ,False
레이저옵텍,199550.KQ,False
제이스텍,090470.KQ,False
알비더블유,361570.KQ,False
알티캐스트,085810.KQ,False
이닉스,452400.KQ,False
세명전기,017510.KQ,False
